DateTime,Temperature (°C),Humidity (%),WindSpeed (km/h),CloudCover (%),Visibility (km),Rain (mm),Thunderstorm,LaunchSite,SuitableForLaunch
2018-01-18 14:30:00,33.79,88,1.89,91,7.32,1.16,0,CCSFS SLC 40,1
2018-01-19 14:30:00,34.87,33,10.31,89,13.9,0.76,0,KSC LC 39A,1
2018-01-20 14:30:00,27.79,86,24.78,73,11.09,1.41,0,VAFB SLC 4E,1
2018-01-21 14:30:00,34.53,42,21.15,55,8.83,0.42,0,KSC LC 39A,1
2018-01-22 14:30:00,24.24,80,9.05,46,14.33,0.49,0,VAFB SLC 4E,1
2018-01-23 14:30:00,16.49,42,26.27,2,11.09,1.5,0,CCSFS SLC 40,1
2018-01-24 14:30:00,20.92,46,2.14,1,8.34,1.47,0,VAFB SLC 4E,1
2018-01-25 14:30:00,24.84,73,26.91,53,15.8,1.33,0,KSC LC 39A,1
2018-01-26 14:30:00,11.83,29,6.88,36,17.72,0.61,0,CCSFS SLC 40,1
2018-01-27 14:30:00,25.56,96,0.25,55,9.83,1.26,0,KSC LC 39A,1
2018-01-28 14:30:00,34.53,35,12.15,30,8.61,0.43,0,VAFB SLC 4E,1
2018-01-29 14:30:00,14.75,60,10.05,96,7.05,0.38,0,VAFB SLC 4E,1
2018-01-30 14:30:00,29.81,74,15.09,95,13.39,0.82,0,VAFB SLC 4E,1
2018-01-31 14:30:00,32.7,80,22.31,11,17.64,1.29,0,KSC LC 39A,1
2018-02-01 14:30:00,33.59,68,23.59,57,9.51,0.15,0,CCSFS SLC 40,1
2018-02-02 14:30:00,34.0,92,11.23,66,12.45,0.85,0,CCSFS SLC 40,1
2018-02-03 14:30:00,23.04,71,12.04,25,8.25,0.91,0,KSC LC 39A,1
2018-02-04 14:30:00,34.43,21,4.15,77,11.66,0.87,0,KSC LC 39A,1
2018-02-05 14:30:00,28.93,69,1.33,11,6.22,0.33,0,KSC LC 39A,1
2018-02-06 14:30:00,14.04,62,17.95,89,18.75,0.1,0,CCSFS SLC 40,1
2018-02-07 14:30:00,21.92,96,1.8,15,15.47,1.34,0,VAFB SLC 4E,1
2018-02-08 14:30:00,27.96,27,20.55,52,10.66,0.86,0,KSC LC 39A,1
2018-02-09 14:30:00,16.18,78,15.09,71,18.34,1.15,0,KSC LC 39A,1
2018-02-10 14:30:00,26.02,84,5.56,48,8.56,0.55,0,VAFB SLC 4E,1
2018-02-11 14:30:00,26.67,31,15.11,48,7.1,0.06,0,CCSFS SLC 40,1
2018-02-12 14:30:00,14.07,23,5.12,91,19.2,0.39,0,KSC LC 39A,1
2018-02-13 14:30:00,24.13,96,12.28,6,10.33,0.11,0,KSC LC 39A,1
2018-02-14 14:30:00,29.29,60,22.39,14,19.1,0.12,0,KSC LC 39A,1
2018-02-15 14:30:00,22.47,26,12.93,35,14.93,0.32,0,VAFB SLC 4E,1
2018-02-16 14:30:00,10.3,88,4.16,71,19.72,0.95,0,VAFB SLC 4E,1
2018-02-17 14:30:00,10.23,88,20.27,73,16.55,1.23,0,VAFB SLC 4E,1
2018-02-18 14:30:00,18.93,49,5.23,14,7.48,1.23,0,VAFB SLC 4E,1
2018-02-19 14:30:00,33.15,92,20.68,61,17.93,1.41,0,CCSFS SLC 40,1
2018-02-20 14:30:00,15.72,25,13.42,17,8.07,0.98,0,VAFB SLC 4E,1
2018-02-21 14:30:00,25.86,38,12.7,45,15.69,0.03,0,KSC LC 39A,1
2018-02-22 14:30:00,15.55,99,23.84,60,13.01,0.57,0,KSC LC 39A,1
2018-02-23 14:30:00,18.04,85,19.84,42,15.91,0.17,0,KSC LC 39A,1
2018-02-24 14:30:00,31.2,29,0.92,43,16.71,1.17,0,KSC LC 39A,1
2018-02-25 14:30:00,28.22,35,8.29,98,17.25,0.18,0,CCSFS SLC 40,1
2018-02-26 14:30:00,12.38,56,24.39,65,17.69,0.16,0,CCSFS SLC 40,1
2018-02-27 14:30:00,20.72,98,0.51,54,17.86,0.04,0,CCSFS SLC 40,1
2018-02-28 14:30:00,10.73,96,15.27,85,11.78,1.43,0,CCSFS SLC 40,1
2018-03-01 14:30:00,22.02,96,20.38,78,18.45,1.18,0,CCSFS SLC 40,1
2018-03-02 14:30:00,26.56,51,17.41,38,16.07,0.5,0,CCSFS SLC 40,1
2018-03-03 14:30:00,12.96,66,21.29,99,17.75,0.56,0,VAFB SLC 4E,1
2018-03-04 14:30:00,17.22,91,20.32,4,19.85,0.09,0,CCSFS SLC 40,1
2018-03-05 14:30:00,19.95,62,19.38,56,7.63,0.24,0,CCSFS SLC 40,1
2018-03-06 14:30:00,32.99,55,23.0,14,11.19,0.47,0,KSC LC 39A,1
2018-03-07 14:30:00,34.83,45,18.08,90,17.29,0.58,0,KSC LC 39A,1
2018-03-08 14:30:00,11.12,29,11.27,15,7.21,0.93,0,CCSFS SLC 40,1
2018-03-09 14:30:00,29.03,50,13.21,56,13.57,0.53,0,VAFB SLC 4E,1
2018-03-10 14:30:00,19.29,48,20.07,99,18.02,1.43,0,VAFB SLC 4E,1
2018-03-11 14:30:00,19.81,24,24.54,81,6.27,0.51,0,VAFB SLC 4E,1
2018-03-12 14:30:00,28.86,96,7.62,98,19.15,1.41,0,VAFB SLC 4E,1
2018-03-13 14:30:00,32.96,20,9.58,24,19.69,1.09,0,CCSFS SLC 40,1
2018-03-14 14:30:00,33.77,22,26.06,21,10.51,1.35,0,VAFB SLC 4E,1
2018-03-15 14:30:00,24.43,86,16.2,30,16.74,1.05,0,CCSFS SLC 40,1
2018-03-16 14:30:00,18.93,90,5.01,33,7.78,0.85,0,CCSFS SLC 40,1
2018-03-17 14:30:00,29.69,54,18.58,86,16.82,0.76,0,CCSFS SLC 40,1
2018-03-18 14:30:00,16.28,34,27.74,15,12.74,0.44,0,CCSFS SLC 40,1
2018-03-19 14:30:00,24.1,86,23.06,69,18.04,0.45,0,CCSFS SLC 40,1
2018-03-20 14:30:00,18.96,49,20.88,58,8.98,0.33,0,KSC LC 39A,1
2018-03-21 14:30:00,26.42,94,5.83,14,15.42,0.58,0,CCSFS SLC 40,1
2018-03-22 14:30:00,16.01,62,24.53,81,17.01,0.19,0,CCSFS SLC 40,1
2018-03-23 14:30:00,14.79,79,14.72,12,8.83,0.58,0,CCSFS SLC 40,1
2018-03-24 14:30:00,32.96,59,24.9,23,17.46,1.25,0,KSC LC 39A,1
2018-03-25 14:30:00,12.55,84,9.24,12,19.41,1.31,0,KSC LC 39A,1
2018-03-26 14:30:00,22.65,48,1.74,64,14.63,0.96,0,CCSFS SLC 40,1
2018-03-27 14:30:00,15.52,93,13.33,35,16.99,0.39,0,VAFB SLC 4E,1
2018-03-28 14:30:00,10.97,38,7.56,48,13.46,0.36,0,CCSFS SLC 40,1
2018-03-29 14:30:00,10.9,22,20.03,81,14.37,0.42,0,VAFB SLC 4E,1
2018-03-30 14:30:00,14.38,55,26.8,47,6.19,0.75,0,VAFB SLC 4E,1
2018-03-31 14:30:00,31.67,62,19.35,96,13.34,1.46,0,CCSFS SLC 40,1
2018-04-01 14:30:00,17.06,34,24.83,42,14.06,0.16,0,VAFB SLC 4E,1
2018-04-02 14:30:00,33.76,60,12.68,5,15.38,0.75,0,KSC LC 39A,1
2018-04-03 14:30:00,24.54,99,21.61,80,8.37,1.02,0,CCSFS SLC 40,1
2018-04-04 14:30:00,20.92,55,23.61,67,9.38,0.37,0,KSC LC 39A,1
2018-04-05 14:30:00,24.5,96,19.9,13,16.58,1.45,0,KSC LC 39A,1
2018-04-06 14:30:00,22.92,52,14.22,29,8.35,0.52,0,CCSFS SLC 40,1
2018-04-07 14:30:00,28.97,24,17.52,83,11.82,1.4,0,CCSFS SLC 40,1
2018-04-08 14:30:00,17.06,97,19.61,7,9.51,0.9,0,CCSFS SLC 40,1
2018-04-09 14:30:00,18.83,33,7.09,53,13.63,0.01,0,KSC LC 39A,1
2018-04-10 14:30:00,32.35,87,22.67,65,19.82,0.47,0,CCSFS SLC 40,1
2018-04-11 14:30:00,33.66,66,26.61,3,17.93,0.03,0,KSC LC 39A,1
2018-04-12 14:30:00,32.31,73,13.03,73,9.77,0.57,0,VAFB SLC 4E,1
2018-04-13 14:30:00,20.49,23,19.63,83,11.16,1.4,0,CCSFS SLC 40,1
2018-04-14 14:30:00,29.51,28,20.64,59,18.86,1.17,0,KSC LC 39A,1
2018-04-15 14:30:00,21.91,72,18.54,52,18.58,0.93,0,CCSFS SLC 40,1
2018-04-16 14:30:00,22.44,96,15.32,98,8.25,0.81,0,KSC LC 39A,1
2018-04-17 14:30:00,15.12,97,24.69,73,17.61,0.56,0,KSC LC 39A,1
2018-04-18 14:30:00,24.78,79,12.57,91,10.17,0.32,0,VAFB SLC 4E,1
2018-04-19 14:30:00,14.65,65,1.71,14,13.61,0.09,0,CCSFS SLC 40,1
2018-04-20 14:30:00,18.29,73,23.65,99,6.07,0.29,0,KSC LC 39A,1
2018-04-21 14:30:00,31.38,93,18.87,0,19.98,0.53,0,CCSFS SLC 40,1
2018-04-22 14:30:00,15.18,56,23.78,21,16.66,0.78,0,KSC LC 39A,1
2018-04-23 14:30:00,11.78,42,3.88,90,9.38,0.31,0,VAFB SLC 4E,1
2018-04-24 14:30:00,11.73,46,0.86,92,15.57,1.46,0,KSC LC 39A,1
2018-04-25 14:30:00,33.52,89,26.16,14,10.11,0.12,0,KSC LC 39A,1
2018-04-26 14:30:00,22.67,85,4.14,73,7.25,0.14,0,CCSFS SLC 40,1
2018-04-27 14:30:00,20.24,80,22.67,83,11.95,1.02,0,VAFB SLC 4E,1
2018-04-28 14:30:00,30.27,96,23.05,21,14.59,1.13,0,KSC LC 39A,1
2018-04-29 14:30:00,30.9,70,19.84,49,7.26,1.46,0,CCSFS SLC 40,1
2018-04-30 14:30:00,18.3,69,3.68,47,13.26,0.8,0,KSC LC 39A,1
2018-05-01 14:30:00,27.34,38,18.69,72,13.21,0.25,0,CCSFS SLC 40,1
2018-05-02 14:30:00,29.28,20,24.89,50,14.8,1.41,0,VAFB SLC 4E,1
2018-05-03 14:30:00,26.37,59,11.91,95,9.43,1.47,0,VAFB SLC 4E,1
2018-05-04 14:30:00,13.79,51,11.58,16,6.29,1.39,0,CCSFS SLC 40,1
2018-05-05 14:30:00,31.9,41,12.4,82,10.55,1.31,0,VAFB SLC 4E,1
2018-05-06 14:30:00,23.48,85,2.3,90,11.58,0.12,0,CCSFS SLC 40,1
2018-05-07 14:30:00,17.06,59,24.98,50,14.9,1.28,0,CCSFS SLC 40,1
2018-05-08 14:30:00,20.63,57,24.34,36,19.02,1.43,0,VAFB SLC 4E,1
2018-05-09 14:30:00,10.94,67,27.94,97,8.85,0.83,0,VAFB SLC 4E,1
2018-05-10 14:30:00,13.2,74,16.39,48,15.62,1.16,0,CCSFS SLC 40,1
2018-05-11 14:30:00,29.14,94,21.03,58,7.36,0.99,0,CCSFS SLC 40,1
2018-05-12 14:30:00,10.0,74,5.67,9,8.67,0.43,0,VAFB SLC 4E,1
2018-05-13 14:30:00,20.41,70,18.69,29,13.13,0.88,0,VAFB SLC 4E,1
2018-05-14 14:30:00,23.06,79,18.19,84,15.92,1.33,0,CCSFS SLC 40,1
2018-05-15 14:30:00,11.37,27,25.23,20,18.02,0.74,0,CCSFS SLC 40,1
2018-05-16 14:30:00,34.33,87,23.26,33,16.41,0.89,0,CCSFS SLC 40,1
2018-05-17 14:30:00,15.65,94,26.28,72,6.21,0.8,0,VAFB SLC 4E,1
2018-05-18 14:30:00,17.6,91,24.33,97,15.58,0.42,0,KSC LC 39A,1
2018-05-19 14:30:00,17.6,28,24.32,49,17.55,0.97,0,CCSFS SLC 40,1
2018-05-20 14:30:00,15.76,21,1.78,75,13.36,0.76,0,KSC LC 39A,1
2018-05-21 14:30:00,10.04,99,23.69,46,19.52,0.35,0,VAFB SLC 4E,1
2018-05-22 14:30:00,28.23,89,17.01,84,6.06,1.34,0,KSC LC 39A,1
2018-05-23 14:30:00,34.17,78,10.65,83,17.46,1.43,0,KSC LC 39A,1
2018-05-24 14:30:00,15.61,38,1.58,5,10.69,0.08,0,CCSFS SLC 40,1
2018-05-25 14:30:00,26.58,47,18.97,49,15.11,0.93,0,KSC LC 39A,1
2018-05-26 14:30:00,28.55,91,9.19,99,15.71,0.62,0,VAFB SLC 4E,1
2018-05-27 14:30:00,31.21,33,13.1,62,10.29,0.79,0,CCSFS SLC 40,1
2018-05-28 14:30:00,20.57,43,19.09,11,19.94,0.56,0,KSC LC 39A,1
2018-05-29 14:30:00,17.57,63,25.53,40,7.45,0.71,0,KSC LC 39A,1
2018-05-30 14:30:00,18.13,75,23.11,30,8.2,0.49,0,KSC LC 39A,1
2018-05-31 14:30:00,27.82,70,12.62,1,18.49,0.18,0,KSC LC 39A,1
2018-06-01 14:30:00,30.42,51,10.86,15,7.67,0.45,0,CCSFS SLC 40,1
2018-06-02 14:30:00,14.54,69,6.71,0,11.34,1.01,0,CCSFS SLC 40,1
2018-06-03 14:30:00,19.27,60,10.43,3,16.26,0.08,0,CCSFS SLC 40,1
2018-06-04 14:30:00,32.55,85,3.11,46,17.08,0.57,0,VAFB SLC 4E,1
2018-06-05 14:30:00,30.17,44,27.19,64,19.37,0.06,0,VAFB SLC 4E,1
2018-06-06 14:30:00,34.62,80,16.07,51,17.05,0.53,0,CCSFS SLC 40,1
2018-06-07 14:30:00,28.86,85,3.58,46,17.82,0.13,0,CCSFS SLC 40,1
2018-06-08 14:30:00,19.83,61,9.88,98,19.29,0.51,0,VAFB SLC 4E,1
2018-06-09 14:30:00,24.77,84,15.32,76,13.75,1.26,0,KSC LC 39A,1
2018-06-10 14:30:00,26.53,55,14.92,49,10.81,0.92,0,CCSFS SLC 40,1
2018-06-11 14:30:00,11.96,95,0.99,44,16.66,1.02,0,CCSFS SLC 40,1
2018-06-12 14:30:00,23.61,28,26.62,41,8.29,0.76,0,KSC LC 39A,1
2018-06-13 14:30:00,27.73,55,7.71,94,6.96,1.38,0,VAFB SLC 4E,1
2018-06-14 14:30:00,14.18,57,0.45,83,16.99,0.81,0,VAFB SLC 4E,1
2018-06-15 14:30:00,29.52,52,2.14,55,19.31,0.16,0,CCSFS SLC 40,1
2018-06-16 14:30:00,24.59,61,16.25,70,12.19,1.4,0,KSC LC 39A,1
2018-06-17 14:30:00,33.81,80,3.86,56,8.26,0.2,0,VAFB SLC 4E,1
2018-06-18 14:30:00,11.06,65,1.17,32,12.96,1.5,0,KSC LC 39A,1
2018-06-19 14:30:00,16.63,80,10.63,27,11.51,0.65,0,KSC LC 39A,1
2018-06-20 14:30:00,25.04,37,17.44,43,11.21,0.11,0,CCSFS SLC 40,1
2018-06-21 14:30:00,17.41,89,3.13,55,14.79,1.3,0,KSC LC 39A,1
2018-06-22 14:30:00,27.86,99,8.77,43,8.45,0.14,0,KSC LC 39A,1
2018-06-23 14:30:00,28.98,34,11.7,83,11.33,0.26,0,KSC LC 39A,1
2018-06-24 14:30:00,12.56,67,4.46,95,18.16,0.63,0,KSC LC 39A,1
2018-06-25 14:30:00,22.85,91,14.17,72,16.22,1.01,0,KSC LC 39A,1
2018-06-26 14:30:00,22.72,32,2.39,33,6.78,0.18,0,CCSFS SLC 40,1
2018-06-27 14:30:00,19.23,62,1.3,13,13.19,0.93,0,VAFB SLC 4E,1
2018-06-28 14:30:00,33.32,79,14.56,67,7.28,1.17,0,VAFB SLC 4E,1
2018-06-29 14:30:00,30.69,76,6.94,28,19.4,0.19,0,KSC LC 39A,1
2018-06-30 14:30:00,27.43,90,2.67,78,9.42,0.97,0,CCSFS SLC 40,1
2018-07-01 14:30:00,27.86,36,11.87,16,19.06,1.44,0,CCSFS SLC 40,1
2018-07-02 14:30:00,21.54,69,25.62,82,17.68,1.45,0,KSC LC 39A,1
2018-07-03 14:30:00,33.02,51,20.28,8,13.72,0.24,0,KSC LC 39A,1
2018-07-04 14:30:00,27.36,41,22.84,26,10.71,1.14,0,VAFB SLC 4E,1
2018-07-05 14:30:00,28.22,74,24.41,48,18.01,1.27,0,VAFB SLC 4E,1
2018-07-06 14:30:00,31.54,76,27.23,78,8.14,1.33,0,VAFB SLC 4E,1
2018-07-07 14:30:00,16.85,32,21.37,36,8.52,0.49,0,KSC LC 39A,1
2018-07-08 14:30:00,30.18,66,17.04,27,9.15,0.41,0,VAFB SLC 4E,1
2018-07-09 14:30:00,14.88,81,10.23,49,14.37,0.07,0,CCSFS SLC 40,1
2018-07-10 14:30:00,18.63,73,5.09,54,10.4,0.6,0,CCSFS SLC 40,1
2018-07-11 14:30:00,18.39,48,19.23,3,19.85,0.19,0,KSC LC 39A,1
2018-07-12 14:30:00,34.46,41,27.86,84,8.73,1.18,0,KSC LC 39A,1
2018-07-13 14:30:00,31.41,84,13.09,97,17.28,0.21,0,VAFB SLC 4E,1
2018-07-14 14:30:00,27.53,48,20.26,18,7.34,1.23,0,CCSFS SLC 40,1
2018-07-15 14:30:00,28.18,67,13.86,36,10.95,0.16,0,VAFB SLC 4E,1
2018-07-16 14:30:00,24.05,24,12.09,3,9.41,0.72,0,CCSFS SLC 40,1
2018-07-17 14:30:00,33.68,54,11.49,36,19.68,0.58,0,VAFB SLC 4E,1
2018-07-18 14:30:00,22.41,93,14.13,50,6.36,0.9,0,KSC LC 39A,1
2018-07-19 14:30:00,19.51,90,10.27,31,16.1,0.78,0,CCSFS SLC 40,1
2018-07-20 14:30:00,14.08,65,20.97,44,9.47,0.9,0,CCSFS SLC 40,1
2018-07-21 14:30:00,29.66,54,24.48,11,17.36,0.0,0,CCSFS SLC 40,1
2018-07-22 14:30:00,28.36,64,24.72,40,10.36,0.19,0,VAFB SLC 4E,1
2018-07-23 14:30:00,19.61,32,6.38,55,8.62,0.78,0,VAFB SLC 4E,1
2018-07-24 14:30:00,10.63,29,25.09,79,15.7,0.34,0,VAFB SLC 4E,1
2018-07-25 14:30:00,30.97,85,9.56,13,9.61,0.11,0,CCSFS SLC 40,1
2018-07-26 14:30:00,10.29,89,8.66,53,12.8,0.33,0,KSC LC 39A,1
2018-07-27 14:30:00,27.59,91,20.35,62,7.84,1.17,0,VAFB SLC 4E,1
2018-07-28 14:30:00,34.26,44,8.53,64,16.14,0.81,0,CCSFS SLC 40,1
2018-07-29 14:30:00,20.94,63,1.48,57,11.7,0.29,0,VAFB SLC 4E,1
2018-07-30 14:30:00,15.87,79,10.46,95,7.97,0.02,0,CCSFS SLC 40,1
2018-07-31 14:30:00,27.62,66,20.2,20,16.38,0.54,0,CCSFS SLC 40,1
2018-08-01 14:30:00,30.43,59,9.15,3,7.45,0.54,0,VAFB SLC 4E,1
2018-08-02 14:30:00,23.66,26,17.63,72,14.05,1.1,0,CCSFS SLC 40,1
2018-08-03 14:30:00,34.18,65,18.48,45,14.5,1.38,0,VAFB SLC 4E,1
2018-08-04 14:30:00,11.29,42,20.54,85,19.02,0.56,0,CCSFS SLC 40,1
2018-08-05 14:30:00,22.62,65,25.12,11,8.11,1.03,0,KSC LC 39A,1
2018-08-06 14:30:00,27.96,32,12.11,29,15.15,0.95,0,KSC LC 39A,1
2018-08-07 14:30:00,31.57,40,4.66,93,11.33,0.63,0,KSC LC 39A,1
2018-08-08 14:30:00,14.48,20,8.93,95,11.61,0.1,0,KSC LC 39A,1
2018-08-09 14:30:00,30.0,38,12.1,59,13.03,0.71,0,VAFB SLC 4E,1
2018-08-10 14:30:00,23.82,79,19.99,99,9.27,0.53,0,CCSFS SLC 40,1
2018-08-11 14:30:00,19.91,52,0.37,70,12.46,0.83,0,CCSFS SLC 40,1
2018-08-12 14:30:00,13.29,23,8.84,80,15.62,0.19,0,KSC LC 39A,1
2018-08-13 14:30:00,31.63,22,21.84,64,12.4,1.09,0,KSC LC 39A,1
2018-08-14 14:30:00,13.93,71,18.78,13,6.6,1.18,0,CCSFS SLC 40,1
2018-08-15 14:30:00,17.74,47,20.49,43,9.61,0.58,0,CCSFS SLC 40,1
2018-08-16 14:30:00,17.25,89,22.73,25,10.92,0.26,0,CCSFS SLC 40,1
2018-08-17 14:30:00,31.79,89,21.93,90,10.97,0.94,0,KSC LC 39A,1
2018-08-18 14:30:00,26.82,74,19.1,15,7.13,1.43,0,CCSFS SLC 40,1
2018-08-19 14:30:00,29.92,76,12.31,6,12.29,1.05,0,KSC LC 39A,1
2018-08-20 14:30:00,16.26,35,27.54,31,15.69,0.19,0,KSC LC 39A,1
2018-08-21 14:30:00,25.62,43,15.93,88,6.68,0.6,0,KSC LC 39A,1
2018-08-22 14:30:00,24.29,88,5.68,94,16.51,1.37,0,CCSFS SLC 40,1
2018-08-23 14:30:00,30.82,60,8.2,15,19.37,0.95,0,KSC LC 39A,1
2018-08-24 14:30:00,32.65,96,19.42,77,6.13,0.22,0,VAFB SLC 4E,1
2018-08-25 14:30:00,10.3,66,25.89,88,8.71,1.09,0,CCSFS SLC 40,1
2018-08-26 14:30:00,26.85,95,5.0,61,13.61,0.53,0,CCSFS SLC 40,1
2018-08-27 14:30:00,11.3,88,2.31,29,9.05,0.73,0,CCSFS SLC 40,1
2018-08-28 14:30:00,23.72,50,24.68,70,16.7,0.62,0,CCSFS SLC 40,1
2018-08-29 14:30:00,17.19,49,25.63,11,10.37,1.09,0,KSC LC 39A,1
2018-08-30 14:30:00,17.67,37,7.74,66,10.11,0.33,0,VAFB SLC 4E,1
2018-08-31 14:30:00,18.82,63,10.56,90,6.01,0.58,0,KSC LC 39A,1
2018-09-01 14:30:00,25.53,46,18.49,45,9.78,1.12,0,VAFB SLC 4E,1
2018-09-02 14:30:00,18.35,45,9.24,82,9.05,1.06,0,CCSFS SLC 40,1
2018-09-03 14:30:00,28.32,79,24.56,42,10.81,0.3,0,KSC LC 39A,1
2018-09-04 14:30:00,20.11,37,3.01,54,8.07,0.53,0,KSC LC 39A,1
2018-09-05 14:30:00,11.71,75,1.06,44,14.33,0.02,0,KSC LC 39A,1
2018-09-06 14:30:00,29.59,50,5.84,59,9.34,0.8,0,VAFB SLC 4E,1
2018-09-07 14:30:00,17.14,78,8.01,70,17.64,0.42,0,VAFB SLC 4E,1
2018-09-08 14:30:00,20.82,21,3.16,79,9.98,0.02,0,CCSFS SLC 40,1
2018-09-09 14:30:00,27.14,58,1.84,31,8.95,0.64,0,KSC LC 39A,1
2018-09-10 14:30:00,18.31,80,21.16,7,6.79,1.39,0,CCSFS SLC 40,1
2018-09-11 14:30:00,11.41,82,4.6,76,16.36,1.39,0,VAFB SLC 4E,1
2018-09-12 14:30:00,19.35,37,25.59,61,13.11,0.56,0,CCSFS SLC 40,1
2018-09-13 14:30:00,33.61,36,10.3,74,7.59,0.67,0,KSC LC 39A,1
2018-09-14 14:30:00,26.04,58,18.78,19,9.1,0.36,0,KSC LC 39A,1
2018-09-15 14:30:00,26.79,90,6.31,17,19.98,0.1,0,VAFB SLC 4E,1
2018-09-16 14:30:00,25.81,73,6.73,5,17.28,1.04,0,VAFB SLC 4E,1
2018-09-17 14:30:00,14.97,95,16.09,83,10.9,1.2,0,CCSFS SLC 40,1
2018-09-18 14:30:00,20.46,54,15.7,95,13.6,1.32,0,KSC LC 39A,1
2018-09-19 14:30:00,28.77,30,21.52,28,11.82,1.4,0,CCSFS SLC 40,1
2018-09-20 14:30:00,12.53,80,21.22,3,6.51,1.37,0,VAFB SLC 4E,1
2018-09-21 14:30:00,16.95,63,18.78,70,16.9,0.04,0,VAFB SLC 4E,1
2018-09-22 14:30:00,16.91,87,12.58,42,16.04,1.47,0,CCSFS SLC 40,1
2018-09-23 14:30:00,20.8,44,24.94,83,11.72,0.57,0,KSC LC 39A,1
2018-09-24 14:30:00,34.51,67,17.43,33,17.84,1.33,0,VAFB SLC 4E,1
2018-09-25 14:30:00,11.69,51,27.73,99,13.49,0.66,0,CCSFS SLC 40,1
2018-09-26 14:30:00,22.97,23,22.94,70,6.91,0.63,0,KSC LC 39A,1
2018-09-27 14:30:00,14.48,57,1.24,32,9.63,0.02,0,CCSFS SLC 40,1
2018-09-28 14:30:00,34.27,82,8.98,14,12.46,0.08,0,VAFB SLC 4E,1
2018-09-29 14:30:00,12.83,66,16.01,95,7.45,1.01,0,KSC LC 39A,1
2018-09-30 14:30:00,20.09,20,20.2,85,14.0,1.41,0,VAFB SLC 4E,1
2018-10-01 14:30:00,28.45,22,15.41,39,7.69,0.34,0,VAFB SLC 4E,1
2018-10-02 14:30:00,27.61,81,22.01,92,8.81,0.14,0,VAFB SLC 4E,1
2018-10-03 14:30:00,20.57,83,7.91,88,18.52,0.32,0,VAFB SLC 4E,1
2018-10-04 14:30:00,18.66,36,5.15,4,20.0,0.32,0,VAFB SLC 4E,1
2018-10-05 14:30:00,19.94,97,1.51,77,13.7,0.44,0,CCSFS SLC 40,1
2018-10-06 14:30:00,16.61,81,16.05,49,14.68,0.14,0,VAFB SLC 4E,1
2018-10-07 14:30:00,15.13,54,19.28,98,17.16,0.35,0,VAFB SLC 4E,1
2018-10-08 14:30:00,22.08,32,9.13,65,15.75,1.38,0,VAFB SLC 4E,1
2018-10-09 14:30:00,16.71,54,17.18,88,8.55,1.34,0,KSC LC 39A,1
2018-10-10 14:30:00,17.19,62,1.46,53,11.76,0.47,0,VAFB SLC 4E,1
2018-10-11 14:30:00,26.42,21,2.78,79,13.49,1.5,0,KSC LC 39A,1
2018-10-12 14:30:00,34.21,75,19.65,45,11.04,0.45,0,CCSFS SLC 40,1
2018-10-13 14:30:00,25.09,96,10.31,79,8.47,1.08,0,VAFB SLC 4E,1
2018-10-14 14:30:00,11.92,70,18.8,10,16.31,0.97,0,CCSFS SLC 40,1
2018-10-15 14:30:00,11.89,73,23.29,48,8.78,0.1,0,CCSFS SLC 40,1
2018-10-16 14:30:00,33.79,35,23.87,98,9.65,0.51,0,VAFB SLC 4E,1
2018-10-17 14:30:00,17.43,37,4.82,22,10.01,1.43,0,CCSFS SLC 40,1
2018-10-18 14:30:00,12.3,26,13.62,54,8.26,0.08,0,VAFB SLC 4E,1
2018-10-19 14:30:00,24.98,64,20.55,4,17.89,0.26,0,CCSFS SLC 40,1
2018-10-20 14:30:00,25.59,55,21.67,63,14.55,1.46,0,KSC LC 39A,1
2018-10-21 14:30:00,26.21,60,21.97,34,17.69,0.06,0,KSC LC 39A,1
2018-10-22 14:30:00,16.69,61,6.39,92,12.91,0.67,0,KSC LC 39A,1
2018-10-23 14:30:00,10.38,26,5.39,68,13.27,1.38,0,VAFB SLC 4E,1
2018-10-24 14:30:00,34.13,34,16.52,53,14.63,1.42,0,CCSFS SLC 40,1
2018-10-25 14:30:00,16.27,79,20.75,2,11.19,1.47,0,KSC LC 39A,1
2018-10-26 14:30:00,26.9,59,8.94,5,12.95,0.72,0,VAFB SLC 4E,1
2018-10-27 14:30:00,27.67,56,2.93,86,13.66,0.13,0,KSC LC 39A,1
2018-10-28 14:30:00,25.25,85,20.07,55,19.35,1.16,0,KSC LC 39A,1
2018-10-29 14:30:00,17.82,74,8.39,1,18.36,1.06,0,VAFB SLC 4E,1
2018-10-30 14:30:00,16.78,96,4.66,81,7.81,0.87,0,KSC LC 39A,1
2018-10-31 14:30:00,24.94,99,4.14,93,6.58,1.33,0,VAFB SLC 4E,1
2018-11-01 14:30:00,31.65,75,8.82,37,15.52,1.37,0,KSC LC 39A,1
2018-11-02 14:30:00,33.67,63,16.59,55,6.69,1.02,0,VAFB SLC 4E,1
2018-11-03 14:30:00,12.65,76,10.04,4,6.84,0.17,0,KSC LC 39A,1
2018-11-04 14:30:00,13.87,25,0.58,45,8.23,0.14,0,CCSFS SLC 40,1
2018-11-05 14:30:00,33.62,51,2.71,10,10.92,0.61,0,CCSFS SLC 40,1
2018-11-06 14:30:00,28.41,93,8.13,64,12.09,0.44,0,VAFB SLC 4E,1
2018-11-07 14:30:00,32.07,37,18.47,9,13.27,0.2,0,VAFB SLC 4E,1
